run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-0-20230512-15:04:36-17067,runattr,,,configname,General,,
General-0-20230512-15:04:36-17067,runattr,,,datetime,20230512-15:04:36,,
General-0-20230512-15:04:36-17067,runattr,,,datetimef,20230512-150436,,
General-0-20230512-15:04:36-17067,runattr,,,experiment,General,,
General-0-20230512-15:04:36-17067,runattr,,,inifile,/home/gasbon/Documents/Famaf/actual/redes/labs/lab3/omnetpp.ini,,
General-0-20230512-15:04:36-17067,runattr,,,iterationvars,,,
General-0-20230512-15:04:36-17067,runattr,,,iterationvarsd,,,
General-0-20230512-15:04:36-17067,runattr,,,iterationvarsf,,,
General-0-20230512-15:04:36-17067,runattr,,,measurement,,,
General-0-20230512-15:04:36-17067,runattr,,,network,Network,,
General-0-20230512-15:04:36-17067,runattr,,,processid,17067,,
General-0-20230512-15:04:36-17067,runattr,,,repetition,0,,
General-0-20230512-15:04:36-17067,runattr,,,replication,#0,,
General-0-20230512-15:04:36-17067,runattr,,,resultdir,results,,
General-0-20230512-15:04:36-17067,runattr,,,runnumber,0,,
General-0-20230512-15:04:36-17067,runattr,,,seedset,0,,
General-0-20230512-15:04:36-17067,config,,,cmdenv-express-mode,true,,
General-0-20230512-15:04:36-17067,config,,,network,Network,,
General-0-20230512-15:04:36-17067,config,,,sim-time-limit,200s,,
General-0-20230512-15:04:36-17067,config,,,Network.nodeTx.gen.generationInterval,exponential(0.21),,
General-0-20230512-15:04:36-17067,config,,,Network.nodeTx.gen.packetByteSize,12500,,
General-0-20230512-15:04:36-17067,config,,,Network.queue.bufferSize,200,,
General-0-20230512-15:04:36-17067,config,,,Network.nodeRx.queue.bufferSize,200,,
General-0-20230512-15:04:36-17067,config,,,Network.nodeTx.queue.bufferSize,2000000,,
General-0-20230512-15:04:36-17067,config,,,Network.nodeRx.queue.serviceTime,exponential(0.001),,
General-0-20230512-15:04:36-17067,config,,,Network.nodeTx.queue.serviceTime,exponential(0.001),,
General-0-20230512-15:04:36-17067,config,,,Network.queue.serviceTime,exponential(0.001),,
